batchId,filePath,targetType,targetId,hardcodeType,snippetType,status
fisica-lote-01,apps/web/src/generador/fisica/ConservacionEnergia.ts,fisica,ConservacionEnergia,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConservacionEnergia.ts,fisica,ConservacionEnergia,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConsumoElectrico.ts,fisica,ConsumoElectrico,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConsumoElectrico.ts,fisica,ConsumoElectrico,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConsumoElectrico.ts,fisica,ConsumoElectrico,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConsumoElectrico.ts,fisica,ConsumoElectrico,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConversionTemperatura.ts,fisica,ConversionTemperatura,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConversionTemperatura.ts,fisica,ConversionTemperatura,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConversionTemperatura.ts,fisica,ConversionTemperatura,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConversionTemperatura.ts,fisica,ConversionTemperatura,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConversionUnidadesCinematica.ts,fisica,ConversionUnidadesCinematica,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConversionUnidadesCinematica.ts,fisica,ConversionUnidadesCinematica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/ConversionUnidadesCinematica.ts,fisica,ConversionUnidadesCinematica,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Densidad.ts,fisica,Densidad,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Densidad.ts,fisica,Densidad,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Densidad.ts,fisica,Densidad,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Densidad.ts,fisica,Densidad,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/DilatacionTermica.ts,fisica,DilatacionTermica,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/DilatacionTermica.ts,fisica,DilatacionTermica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/DilatacionTermica.ts,fisica,DilatacionTermica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/DilatacionTermica.ts,fisica,DilatacionTermica,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EcuacionLentes.ts,fisica,EcuacionLentes,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EcuacionLentes.ts,fisica,EcuacionLentes,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EcuacionLentes.ts,fisica,EcuacionLentes,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EcuacionLentes.ts,fisica,EcuacionLentes,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaCinetica.ts,fisica,EnergiaCinetica,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaCinetica.ts,fisica,EnergiaCinetica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaCinetica.ts,fisica,EnergiaCinetica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaCinetica.ts,fisica,EnergiaCinetica,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaPotencial.ts,fisica,EnergiaPotencial,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaPotencial.ts,fisica,EnergiaPotencial,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaPotencial.ts,fisica,EnergiaPotencial,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/EnergiaPotencial.ts,fisica,EnergiaPotencial,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/FrecuenciaPeriodo.ts,fisica,FrecuenciaPeriodo,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/FrecuenciaPeriodo.ts,fisica,FrecuenciaPeriodo,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/FrecuenciaPeriodo.ts,fisica,FrecuenciaPeriodo,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/FrecuenciaPeriodo.ts,fisica,FrecuenciaPeriodo,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Friccion.ts,fisica,Friccion,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Friccion.ts,fisica,Friccion,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Friccion.ts,fisica,Friccion,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Friccion.ts,fisica,Friccion,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/IndiceRefraccion.ts,fisica,IndiceRefraccion,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/IndiceRefraccion.ts,fisica,IndiceRefraccion,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/IndiceRefraccion.ts,fisica,IndiceRefraccion,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/IndiceRefraccion.ts,fisica,IndiceRefraccion,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyHooke.ts,fisica,LeyHooke,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyHooke.ts,fisica,LeyHooke,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyHooke.ts,fisica,LeyHooke,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyHooke.ts,fisica,LeyHooke,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyOhm.ts,fisica,LeyOhm,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyOhm.ts,fisica,LeyOhm,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyOhm.ts,fisica,LeyOhm,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LeyOhm.ts,fisica,LeyOhm,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LongitudOnda.ts,fisica,LongitudOnda,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LongitudOnda.ts,fisica,LongitudOnda,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LongitudOnda.ts,fisica,LongitudOnda,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/LongitudOnda.ts,fisica,LongitudOnda,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRU.ts,fisica,MRU,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRU.ts,fisica,MRU,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRU.ts,fisica,MRU,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRU.ts,fisica,MRU,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRUV.ts,fisica,MRUV,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRUV.ts,fisica,MRUV,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRUV.ts,fisica,MRUV,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MRUV.ts,fisica,MRUV,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoHorizontal.ts,fisica,MovimientoHorizontal,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoHorizontal.ts,fisica,MovimientoHorizontal,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoHorizontal.ts,fisica,MovimientoHorizontal,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoHorizontal.ts,fisica,MovimientoHorizontal,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoVertical.ts,fisica,MovimientoVertical,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoVertical.ts,fisica,MovimientoVertical,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoVertical.ts,fisica,MovimientoVertical,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/MovimientoVertical.ts,fisica,MovimientoVertical,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/OpticaGeometrica.ts,fisica,OpticaGeometrica,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/OpticaGeometrica.ts,fisica,OpticaGeometrica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/OpticaGeometrica.ts,fisica,OpticaGeometrica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/OpticaGeometrica.ts,fisica,OpticaGeometrica,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Peso.ts,fisica,Peso,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Peso.ts,fisica,Peso,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Peso.ts,fisica,Peso,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-01,apps/web/src/generador/fisica/Peso.ts,fisica,Peso,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PlanoInclinado.ts,fisica,PlanoInclinado,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PlanoInclinado.ts,fisica,PlanoInclinado,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PlanoInclinado.ts,fisica,PlanoInclinado,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PlanoInclinado.ts,fisica,PlanoInclinado,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaElectrica.ts,fisica,PotenciaElectrica,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaElectrica.ts,fisica,PotenciaElectrica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaElectrica.ts,fisica,PotenciaElectrica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaElectrica.ts,fisica,PotenciaElectrica,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaMecanica.ts,fisica,PotenciaMecanica,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaMecanica.ts,fisica,PotenciaMecanica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaMecanica.ts,fisica,PotenciaMecanica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PotenciaMecanica.ts,fisica,PotenciaMecanica,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/Presion.ts,fisica,Presion,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/Presion.ts,fisica,Presion,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/Presion.ts,fisica,Presion,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/Presion.ts,fisica,Presion,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PresionHidrostatica.ts,fisica,PresionHidrostatica,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PresionHidrostatica.ts,fisica,PresionHidrostatica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PresionHidrostatica.ts,fisica,PresionHidrostatica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/PresionHidrostatica.ts,fisica,PresionHidrostatica,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/RelacionDistanciaTiempo.ts,fisica,RelacionDistanciaTiempo,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/RelacionDistanciaTiempo.ts,fisica,RelacionDistanciaTiempo,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/RelacionDistanciaTiempo.ts,fisica,RelacionDistanciaTiempo,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/RelacionDistanciaTiempo.ts,fisica,RelacionDistanciaTiempo,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaParalelo.ts,fisica,ResistenciaParalelo,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaParalelo.ts,fisica,ResistenciaParalelo,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaParalelo.ts,fisica,ResistenciaParalelo,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaParalelo.ts,fisica,ResistenciaParalelo,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaSerie.ts,fisica,ResistenciaSerie,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaSerie.ts,fisica,ResistenciaSerie,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaSerie.ts,fisica,ResistenciaSerie,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/ResistenciaSerie.ts,fisica,ResistenciaSerie,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/SumaFuerzas.ts,fisica,SumaFuerzas,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/SumaFuerzas.ts,fisica,SumaFuerzas,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/SumaFuerzas.ts,fisica,SumaFuerzas,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/SumaFuerzas.ts,fisica,SumaFuerzas,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/TrabajoMecanico.ts,fisica,TrabajoMecanico,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/TrabajoMecanico.ts,fisica,TrabajoMecanico,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/TrabajoMecanico.ts,fisica,TrabajoMecanico,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/TrabajoMecanico.ts,fisica,TrabajoMecanico,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/VelocidadOndas.ts,fisica,VelocidadOndas,MIXED,DOUBLE_SOURCE_FALLBACK,PENDING
fisica-lote-02,apps/web/src/generador/fisica/VelocidadOndas.ts,fisica,VelocidadOndas,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/VelocidadOndas.ts,fisica,VelocidadOndas,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/VelocidadOndas.ts,fisica,VelocidadOndas,EXPLANATION,EXPLANATION_TEXT,PENDING
fisica-lote-02,apps/web/src/generador/fisica/calculadora.ts,fisica,calculadora,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/calculadora.ts,fisica,calculadora,STEPS,SOLUTION_STEPS,PENDING
fisica-lote-02,apps/web/src/generador/fisica/generico.ts,fisica,generico,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
fisica-lote-02,apps/web/src/generador/fisica/indexFisica.ts,fisica,indexFisica,MIXED,NO_HARDCODE_DETECTED,PENDING
fisica-lote-02,apps/web/src/generador/fisica/schemas.ts,fisica,schemas,MIXED,NO_HARDCODE_DETECTED,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/adapters.ts,matematicas,adapters,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/adapters.ts,matematicas,adapters,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/generic.ts,matematicas,generic,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/generic.ts,matematicas,generic,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/generic.ts,matematicas,generic,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/index.ts,matematicas,index,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/schemas.ts,matematicas,schemas,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema01_operaciones_basicas.ts,matematicas,tema01_operaciones_basicas,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema01_operaciones_basicas.ts,matematicas,tema01_operaciones_basicas,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema01_operaciones_basicas.ts,matematicas,tema01_operaciones_basicas,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema02_operaciones_combinadas.ts,matematicas,tema02_operaciones_combinadas,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema02_operaciones_combinadas.ts,matematicas,tema02_operaciones_combinadas,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema02_operaciones_combinadas.ts,matematicas,tema02_operaciones_combinadas,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema03_numeros_primos.ts,matematicas,tema03_numeros_primos,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema03_numeros_primos.ts,matematicas,tema03_numeros_primos,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema03_numeros_primos.ts,matematicas,tema03_numeros_primos,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema04_divisibilidad_mcd_mcm.ts,matematicas,tema04_divisibilidad_mcd_mcm,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema04_divisibilidad_mcd_mcm.ts,matematicas,tema04_divisibilidad_mcd_mcm,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema04_divisibilidad_mcd_mcm.ts,matematicas,tema04_divisibilidad_mcd_mcm,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema05_multiplos_divisores.ts,matematicas,tema05_multiplos_divisores,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema05_multiplos_divisores.ts,matematicas,tema05_multiplos_divisores,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema05_multiplos_divisores.ts,matematicas,tema05_multiplos_divisores,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema06_fracciones.ts,matematicas,tema06_fracciones,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema06_fracciones.ts,matematicas,tema06_fracciones,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema06_fracciones.ts,matematicas,tema06_fracciones,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema07_decimales.ts,matematicas,tema07_decimales,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema07_decimales.ts,matematicas,tema07_decimales,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema07_decimales.ts,matematicas,tema07_decimales,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema08_potencias.ts,matematicas,tema08_potencias,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema08_potencias.ts,matematicas,tema08_potencias,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema08_potencias.ts,matematicas,tema08_potencias,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema09_raices.ts,matematicas,tema09_raices,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
